id,year,quarter,month,period,date,pr_number,description,department,contact_person,assign_to,budget,budget_q1,budget_q2,budget_q3,budget_q4,source_method,status,supplier_details,supplier_rating,local_content_percentage,pr_approval_scope_input,approving_authority,planned,target_date,actual_project_start,sla,note,review_approval_scope_eval,floating,tender_submit_by_vendor,evaluation,award_approval,contract_and_po,pr_approval_scope_input_pd,review_approval_scope_eval_pd,floating_pd,tender_submit_by_vendor_pd,evaluation_pd,award_approval_pd,contract_and_po_pd,total_days_pd,review_approval_scope_eval_ad,floating_ad,tender_submit_by_vendor_ad,evaluation_ad,award_approval_ad,contract_and_po_ad,total_days_ad,review_approval_scope_eval_pd_sla,floating_pd_sla,tender_submit_by_vendor_pd_sla,evaluation_pd_sla,award_approval_pd_sla,contract_and_po_pd_sla,review_approval_scope_eval_ad_sla,floating_ad_sla,tender_submit_by_vendor_ad_sla,evaluation_ad_sla,award_approval_ad_sla,contract_and_po_ad_sla,review_approval_scope_eval_diff_sla,floating_diff_sla,tender_submit_by_vendor_diff_sla,evaluation_diff_sla,award_approval_diff_sla,contract_and_po_diff_sla,project_status,risk,duration,last_status_date,status_duration,status_sla,status_co,escalate_48h,ceo_escalation,detailed_description,business_justification,expected_outcomes,impact_if_delayed,special_requirements,requester_name,requester_email,requester_department,project_manager,finance_approver,technical_reviewer,supplier_name,supplier_category,supplier_country,supplier_payment_terms,supplier_delivery_time,supplier_quality_score,supplier_past_performance,currency,exchange_rate,budget_category,cost_center,tax_amount,total_cost_with_tax,priority_level,urgency,category,subcategory,tags,created_date,submitted_date,first_approval_date,final_approval_date,rejection_count,rejection_reason,last_modified_by,last_modified_date,delivery_status,expected_delivery_date,actual_delivery_date,delivery_location,milestone_1_date,milestone_2_date,completion_percentage,compliance_status,required_documents,documents_submitted,compliance_officer,regulatory_framework,audit_trail_url,contract_type,contract_duration_months,warranty_period_months,renewal_date,legal_review_status,on_time_delivery,budget_variance_percentage,quality_rating,customer_satisfaction,issues_reported
85,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0083,Cloud Services Subscription,Operations,William Garcia,Team A,132774.89,42206.0,38254.96,27753.68,24560.25,Tender,In Progress,Supplier-871,B,63.3,2024-05-04,COO,No,2024-07-25,2024-05-12,43,Project note for PR-2024-0083,6.0,15.0,27.0,11.0,6.0,6.0,6.0,6.0,15.0,27.0,11.0,6.0,6.0,71.0,8.0,22.0,23.0,15.0,10.0,8.0,86.0,10.0,15.0,16.0,7.0,9.0,6.0,12.0,20.0,22.0,17.0,10.0,6.0,-4.0,2.0,1.0,-2.0,0.0,2.0,,Medium,79,2024-06-09,19,25,Yes,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0105,Software License Renewal,IT,Lisa Anderson,Team C,157163.64,30549.05,50472.17,24256.68,51885.74,Tender,On Hold,Supplier-941,A+,95.5,2024-05-04,CEO,Yes,2024-07-31,2024-05-13,95,Project note for PR-2024-0105,5.0,6.0,11.0,12.0,8.0,3.0,5.0,5.0,6.0,11.0,12.0,8.0,3.0,45.0,5.0,7.0,17.0,13.0,9.0,4.0,55.0,9.0,8.0,33.0,13.0,8.0,4.0,10.0,19.0,30.0,9.0,12.0,4.0,-5.0,-12.0,-13.0,4.0,-3.0,0.0,,Low,106,2024-05-25,28,45,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0149,Security Systems,Marketing,Sarah Johnson,Team C,204801.81,39412.78,46428.38,48058.42,70902.23,RFQ,Completed,Supplier-711,B,40.5,2024-05-02,COO,No,2024-07-06,2024-05-03,36,Project note for PR-2024-0149,8.0,8.0,25.0,10.0,3.0,2.0,8.0,8.0,8.0,25.0,10.0,3.0,2.0,56.0,10.0,13.0,32.0,12.0,7.0,3.0,77.0,7.0,15.0,16.0,16.0,7.0,7.0,7.0,15.0,30.0,12.0,12.0,5.0,3.0,-2.0,2.0,0.0,-5.0,-2.0,,High,52,2024-06-02,27,36,No,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0169,Professional Services,Marketing,Sarah Johnson,Team A,114437.87,28168.79,34751.31,35811.1,15706.67,Spot Buy,Completed,Supplier-926,B,79.2,2024-05-03,Director Procurement,Yes,2024-06-27,2024-05-06,30,Project note for PR-2024-0169,8.0,5.0,12.0,10.0,3.0,6.0,8.0,8.0,5.0,12.0,10.0,3.0,6.0,44.0,7.0,4.0,16.0,15.0,4.0,9.0,55.0,10.0,7.0,15.0,10.0,8.0,7.0,7.0,10.0,23.0,18.0,7.0,8.0,0.0,-6.0,-7.0,-3.0,-3.0,1.0,,Medium,171,2024-05-31,10,26,Yes,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0181,IT Infrastructure Upgrade,Engineering,David Wilson,Team F,387922.5,116499.13,85232.68,113205.75,72984.93,Direct Purchase,Cancelled,Supplier-750,C+,75.1,2024-05-02,Director Procurement,No,2024-07-12,2024-05-09,84,Project note for PR-2024-0181,6.0,8.0,25.0,5.0,8.0,7.0,6.0,6.0,8.0,25.0,5.0,8.0,7.0,59.0,4.0,15.0,24.0,7.0,13.0,7.0,70.0,9.0,10.0,34.0,16.0,7.0,3.0,6.0,19.0,17.0,17.0,11.0,9.0,-2.0,-4.0,7.0,-10.0,2.0,-2.0,,High,180,2024-05-24,21,26,No,Yes,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0201,Equipment Purchase,Engineering,Mary Rodriguez,Team F,174073.6,32425.23,40915.81,57204.67,43527.88,Direct Purchase,Completed,Supplier-803,C,44.1,2024-05-04,CEO,No,2024-06-25,2024-05-06,64,Project note for PR-2024-0201,10.0,15.0,21.0,9.0,4.0,2.0,10.0,10.0,15.0,21.0,9.0,4.0,2.0,61.0,10.0,22.0,20.0,12.0,4.0,4.0,72.0,12.0,18.0,30.0,8.0,6.0,9.0,9.0,9.0,17.0,12.0,7.0,5.0,1.0,13.0,3.0,0.0,-3.0,-1.0,,None,128,2024-06-07,15,35,No,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0233,Professional Services,R&D,John Smith,Team E,191966.1,60380.74,44765.33,53439.02,33381.0,Tender,Approved,Supplier-996,C+,42.6,2024-05-02,VP Operations,No,2024-06-21,2024-05-12,76,Project note for PR-2024-0233,8.0,11.0,30.0,10.0,10.0,4.0,8.0,8.0,11.0,30.0,10.0,10.0,4.0,73.0,6.0,10.0,36.0,8.0,12.0,4.0,76.0,5.0,8.0,34.0,10.0,10.0,8.0,8.0,13.0,33.0,7.0,7.0,9.0,-2.0,-3.0,3.0,1.0,5.0,-5.0,,High,50,2024-05-26,12,38,No,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0287,Hardware Procurement,R&D,John Smith,Team D,380280.03,67355.1,86015.47,85895.35,141014.1,Direct Purchase,Completed,Supplier-274,A+,81.4,2024-05-06,Director Procurement,Yes,2024-07-19,2024-05-12,86,Project note for PR-2024-0287,5.0,12.0,10.0,12.0,8.0,4.0,5.0,5.0,12.0,10.0,12.0,8.0,4.0,51.0,4.0,14.0,7.0,12.0,8.0,7.0,52.0,9.0,17.0,27.0,9.0,6.0,6.0,10.0,11.0,17.0,12.0,12.0,3.0,-6.0,3.0,-10.0,0.0,-4.0,4.0,,High,136,2024-06-01,16,28,Yes,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0309,Professional Services,Operations,Robert Taylor,Team B,91164.85,16838.93,17692.21,15632.71,41001.0,RFP,Pending,Supplier-344,B+,73.7,2024-05-05,VP Finance,No,2024-07-11,2024-05-15,79,Project note for PR-2024-0309,10.0,8.0,17.0,6.0,4.0,5.0,10.0,10.0,8.0,17.0,6.0,4.0,5.0,50.0,15.0,12.0,16.0,10.0,8.0,4.0,65.0,9.0,10.0,30.0,13.0,10.0,8.0,5.0,14.0,31.0,16.0,11.0,10.0,10.0,-2.0,-15.0,-6.0,-3.0,-6.0,,High,82,2024-06-17,9,42,Yes,No,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0311,Consulting Services,Operations,David Wilson,Team E,430665.12,88588.97,143494.42,84331.87,114249.86,RFQ,Cancelled,Supplier-419,C+,33.3,2024-05-02,CFO,No,2024-06-15,2024-05-04,109,Project note for PR-2024-0311,3.0,14.0,30.0,7.0,7.0,6.0,3.0,3.0,14.0,30.0,7.0,7.0,6.0,67.0,8.0,17.0,30.0,8.0,5.0,6.0,74.0,6.0,8.0,18.0,11.0,7.0,4.0,12.0,15.0,26.0,18.0,7.0,5.0,-4.0,2.0,4.0,-10.0,-2.0,1.0,,Medium,166,2024-05-25,12,45,Yes,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0329,Software License Renewal,Sales,Emily Davis,Team D,110430.08,25671.9,38561.21,18168.04,28028.93,Direct Purchase,In Progress,Supplier-797,A+,99.2,2024-05-06,VP Operations,Yes,2024-07-03,2024-05-09,58,Project note for PR-2024-0329,6.0,8.0,21.0,6.0,3.0,4.0,6.0,6.0,8.0,21.0,6.0,3.0,4.0,48.0,4.0,14.0,29.0,5.0,5.0,7.0,64.0,12.0,10.0,17.0,12.0,8.0,4.0,6.0,19.0,23.0,16.0,8.0,3.0,-2.0,-5.0,6.0,-11.0,-3.0,4.0,,High,151,2024-07-02,13,37,Yes,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0331,Hardware Procurement,Engineering,Mary Rodriguez,Team F,222963.05,64645.35,40855.27,65270.07,52192.36,Spot Buy,Under Review,Supplier-830,A,64.4,2024-05-06,CFO,Yes,2024-08-04,2024-05-16,104,Project note for PR-2024-0331,8.0,12.0,15.0,14.0,6.0,5.0,8.0,8.0,12.0,15.0,14.0,6.0,5.0,60.0,12.0,11.0,24.0,16.0,9.0,6.0,78.0,8.0,18.0,15.0,10.0,11.0,7.0,11.0,19.0,32.0,14.0,6.0,4.0,1.0,-8.0,-8.0,2.0,3.0,2.0,,Medium,62,2024-05-29,12,43,Yes,No,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0355,Consulting Services,Legal,Sarah Johnson,Team F,432741.5,146451.64,93077.0,118451.0,74761.85,Direct Purchase,Completed,Supplier-623,C+,85.3,2024-05-05,VP Operations,Yes,2024-06-28,2024-05-14,60,Project note for PR-2024-0355,4.0,11.0,11.0,13.0,5.0,7.0,4.0,4.0,11.0,11.0,13.0,5.0,7.0,51.0,9.0,9.0,21.0,13.0,4.0,9.0,65.0,8.0,10.0,29.0,18.0,8.0,5.0,5.0,12.0,20.0,9.0,7.0,6.0,4.0,-3.0,1.0,4.0,-3.0,3.0,,Medium,135,2024-06-03,8,43,No,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0375,Security Systems,R&D,Sarah Johnson,Team A,277206.16,87582.92,56370.72,91133.97,42118.54,Spot Buy,Approved,Supplier-438,C,87.8,2024-05-04,Director Procurement,No,2024-06-03,2024-05-05,119,Project note for PR-2024-0375,4.0,13.0,12.0,11.0,10.0,5.0,4.0,4.0,13.0,12.0,11.0,10.0,5.0,55.0,6.0,18.0,9.0,15.0,13.0,5.0,66.0,9.0,11.0,23.0,17.0,10.0,7.0,9.0,13.0,16.0,15.0,8.0,8.0,-3.0,5.0,-7.0,0.0,5.0,-3.0,,None,46,2024-06-14,24,39,Yes,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0383,Marketing Campaign,Operations,Robert Taylor,Team E,74437.48,14993.06,25406.25,22569.31,11468.86,RFQ,On Hold,Supplier-523,B+,86.9,2024-05-02,VP Operations,No,2024-07-10,2024-05-11,48,Project note for PR-2024-0383,10.0,8.0,19.0,13.0,4.0,3.0,10.0,10.0,8.0,19.0,13.0,4.0,3.0,57.0,9.0,5.0,22.0,16.0,2.0,3.0,57.0,10.0,19.0,32.0,17.0,11.0,6.0,7.0,8.0,29.0,11.0,8.0,8.0,2.0,-3.0,-7.0,5.0,-6.0,-5.0,,Critical,142,2024-06-06,21,44,Yes,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0455,Security Systems,Legal,Michael Brown,Team B,420273.75,101323.1,80376.68,68053.78,170520.19,RFQ,Completed,Supplier-280,C,34.0,2024-05-03,VP Finance,Yes,2024-07-02,2024-05-05,43,Project note for PR-2024-0455,4.0,12.0,21.0,15.0,10.0,5.0,4.0,4.0,12.0,21.0,15.0,10.0,5.0,67.0,3.0,16.0,19.0,19.0,10.0,4.0,71.0,9.0,9.0,34.0,15.0,10.0,4.0,9.0,11.0,32.0,13.0,8.0,3.0,-6.0,5.0,-13.0,6.0,2.0,1.0,,High,125,2024-05-26,8,33,Yes,Yes,Under review - Additional information required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0457,Professional Services,Marketing,Mary Rodriguez,Team F,366978.5,115056.84,95417.47,63026.78,93477.42,Spot Buy,Cancelled,Supplier-718,B+,37.5,2024-05-06,CFO,No,2024-06-19,2024-05-09,89,Project note for PR-2024-0457,5.0,12.0,15.0,13.0,4.0,3.0,5.0,5.0,12.0,15.0,13.0,4.0,3.0,52.0,4.0,15.0,17.0,16.0,2.0,4.0,58.0,11.0,7.0,19.0,13.0,11.0,10.0,11.0,17.0,25.0,9.0,12.0,5.0,-7.0,-2.0,-8.0,7.0,-10.0,-1.0,,None,171,2024-06-29,14,31,Yes,No,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2024,Q2,May,2024-Q2,2024-05-01,PR-2024-0459,IT Infrastructure Upgrade,Procurement,Mary Rodriguez,Team E,170994.8,50201.11,56341.49,33379.43,31072.76,Framework Agreement,Completed,Supplier-514,A+,66.5,2024-05-06,CFO,Yes,2024-07-26,2024-05-15,66,Project note for PR-2024-0459,6.0,14.0,16.0,8.0,6.0,3.0,6.0,6.0,14.0,16.0,8.0,6.0,3.0,53.0,8.0,14.0,23.0,8.0,10.0,3.0,66.0,5.0,19.0,32.0,7.0,10.0,6.0,6.0,9.0,23.0,11.0,6.0,5.0,2.0,5.0,0.0,-3.0,4.0,-2.0,,Critical,178,2024-05-28,19,44,No,No,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0051,Hardware Procurement,Operations,Michael Brown,Team C,50198.62,9078.13,14674.84,13893.98,12551.67,Direct Purchase,Pending,Supplier-857,B,51.2,2024-06-04,CEO,Yes,2024-07-10,2024-06-06,30,Project note for PR-2024-0051,7.0,12.0,21.0,9.0,4.0,3.0,7.0,7.0,12.0,21.0,9.0,4.0,3.0,56.0,6.0,11.0,29.0,14.0,8.0,2.0,70.0,5.0,8.0,26.0,15.0,6.0,8.0,11.0,7.0,24.0,13.0,11.0,4.0,-5.0,4.0,5.0,1.0,-3.0,-2.0,,Critical,173,2024-07-01,23,36,Yes,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0089,Marketing Campaign,HR,Robert Taylor,Team C,200165.62,66771.33,65316.12,31622.35,36455.82,Spot Buy,In Progress,Supplier-764,B,45.9,2024-06-06,Director Procurement,No,2024-08-15,2024-06-11,63,Project note for PR-2024-0089,5.0,11.0,30.0,11.0,8.0,6.0,5.0,5.0,11.0,30.0,11.0,8.0,6.0,71.0,4.0,16.0,33.0,15.0,9.0,9.0,86.0,11.0,12.0,26.0,14.0,12.0,3.0,7.0,14.0,20.0,10.0,6.0,7.0,-3.0,2.0,13.0,5.0,3.0,2.0,,Medium,84,2024-06-30,10,25,No,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0147,IT Infrastructure Upgrade,Finance,Robert Taylor,Team C,258103.9,56878.69,69797.28,80705.38,50722.56,RFP,On Hold,Supplier-855,B,46.1,2024-06-02,VP Operations,Yes,2024-08-19,2024-06-03,112,Project note for PR-2024-0147,5.0,15.0,24.0,15.0,5.0,2.0,5.0,5.0,15.0,24.0,15.0,5.0,2.0,66.0,9.0,15.0,28.0,18.0,4.0,1.0,75.0,7.0,10.0,31.0,18.0,7.0,9.0,10.0,14.0,30.0,18.0,7.0,7.0,-1.0,1.0,-2.0,0.0,-3.0,-6.0,,Low,74,2024-07-26,23,30,No,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0189,Office Supplies,Marketing,Michael Brown,Team F,329793.84,55261.64,66404.68,99140.56,108986.97,Framework Agreement,On Hold,Supplier-186,A+,98.4,2024-06-06,VP Operations,No,2024-07-25,2024-06-12,99,Project note for PR-2024-0189,5.0,11.0,10.0,8.0,7.0,2.0,5.0,5.0,11.0,10.0,8.0,7.0,2.0,43.0,7.0,18.0,19.0,8.0,12.0,3.0,67.0,10.0,16.0,32.0,15.0,8.0,4.0,5.0,10.0,16.0,10.0,7.0,7.0,2.0,8.0,3.0,-2.0,5.0,-4.0,,Critical,85,2024-06-30,24,37,Yes,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0209,Professional Services,Finance,Jennifer Martinez,Team F,478001.2,107096.78,106479.01,100566.14,163859.25,Framework Agreement,Cancelled,Supplier-414,A+,60.2,2024-06-02,Director Procurement,No,2024-08-15,2024-06-10,113,Project note for PR-2024-0209,10.0,11.0,23.0,10.0,8.0,6.0,10.0,10.0,11.0,23.0,10.0,8.0,6.0,68.0,14.0,16.0,28.0,9.0,8.0,8.0,83.0,11.0,12.0,20.0,15.0,7.0,9.0,11.0,11.0,28.0,17.0,9.0,4.0,3.0,5.0,0.0,-8.0,-1.0,4.0,,None,52,2024-06-26,7,40,Yes,No,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0211,Hardware Procurement,IT,Mary Rodriguez,Team A,319406.12,98011.77,101764.75,87984.78,31644.82,RFQ,On Hold,Supplier-366,C+,87.0,2024-06-03,CFO,Yes,2024-09-01,2024-06-09,56,Project note for PR-2024-0211,4.0,6.0,10.0,11.0,3.0,7.0,4.0,4.0,6.0,10.0,11.0,3.0,7.0,41.0,4.0,3.0,7.0,15.0,1.0,7.0,37.0,12.0,17.0,35.0,12.0,7.0,6.0,8.0,11.0,21.0,15.0,8.0,9.0,-4.0,-8.0,-14.0,0.0,-7.0,-2.0,,High,96,2024-07-31,6,28,Yes,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0247,IT Infrastructure Upgrade,Marketing,John Smith,Team D,51144.66,12207.2,10490.03,9704.02,18743.41,Spot Buy,Pending,Supplier-617,A,52.7,2024-06-02,COO,Yes,2024-07-21,2024-06-07,101,Project note for PR-2024-0247,8.0,6.0,20.0,12.0,4.0,6.0,8.0,8.0,6.0,20.0,12.0,4.0,6.0,56.0,13.0,4.0,18.0,11.0,4.0,5.0,55.0,7.0,12.0,33.0,17.0,5.0,5.0,5.0,10.0,35.0,12.0,12.0,4.0,8.0,-6.0,-17.0,-1.0,-8.0,1.0,,High,93,2024-07-06,26,40,Yes,Yes,On track - No action needed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0255,Equipment Purchase,Finance,Lisa Anderson,Team E,190903.81,39777.6,40675.42,54388.55,56062.24,Framework Agreement,Cancelled,Supplier-130,B,32.5,2024-06-06,CEO,No,2024-07-16,2024-06-16,75,Project note for PR-2024-0255,9.0,11.0,10.0,9.0,10.0,3.0,9.0,9.0,11.0,10.0,9.0,10.0,3.0,52.0,13.0,16.0,9.0,13.0,9.0,2.0,62.0,11.0,10.0,21.0,8.0,9.0,5.0,7.0,19.0,27.0,15.0,11.0,8.0,6.0,-3.0,-18.0,-2.0,-2.0,-6.0,,Critical,85,2024-07-22,24,28,No,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0257,Professional Services,Finance,Sarah Johnson,Team B,227390.06,45108.9,42152.57,55092.35,85036.25,Direct Purchase,Under Review,Supplier-756,C+,28.9,2024-06-06,CFO,Yes,2024-08-28,2024-06-12,50,Project note for PR-2024-0257,6.0,12.0,12.0,5.0,3.0,7.0,6.0,6.0,12.0,12.0,5.0,3.0,7.0,45.0,10.0,17.0,22.0,9.0,2.0,9.0,69.0,9.0,18.0,32.0,8.0,5.0,10.0,12.0,20.0,16.0,11.0,11.0,3.0,-2.0,-3.0,6.0,-2.0,-9.0,6.0,,Critical,123,2024-07-17,27,36,No,No,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0265,Hardware Procurement,Legal,Lisa Anderson,Team F,291223.38,70968.04,81552.68,54801.68,83900.97,Framework Agreement,Completed,Supplier-174,A,81.4,2024-06-05,CEO,Yes,2024-08-26,2024-06-10,89,Project note for PR-2024-0265,10.0,7.0,30.0,10.0,4.0,3.0,10.0,10.0,7.0,30.0,10.0,4.0,3.0,64.0,13.0,11.0,38.0,8.0,8.0,6.0,84.0,9.0,7.0,34.0,13.0,5.0,3.0,8.0,12.0,28.0,9.0,9.0,6.0,5.0,-1.0,10.0,-1.0,-1.0,0.0,,Medium,179,2024-08-02,29,30,No,Yes,Approved - Proceed as planned,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0279,Office Supplies,HR,Jennifer Martinez,Team B,488129.44,82685.79,139915.58,88319.33,177208.73,Tender,In Progress,Supplier-483,B+,65.9,2024-06-05,CFO,No,2024-08-19,2024-06-08,94,Project note for PR-2024-0279,5.0,12.0,10.0,14.0,3.0,6.0,5.0,5.0,12.0,10.0,14.0,3.0,6.0,50.0,4.0,13.0,14.0,13.0,6.0,6.0,56.0,7.0,8.0,30.0,10.0,7.0,8.0,12.0,17.0,32.0,13.0,12.0,4.0,-8.0,-4.0,-18.0,0.0,-6.0,2.0,,Low,171,2024-06-22,15,27,No,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0293,Professional Services,Legal,Mary Rodriguez,Team A,308599.7,96488.13,61664.33,81056.67,69390.56,Direct Purchase,Approved,Supplier-119,A+,45.1,2024-06-02,Director Procurement,Yes,2024-07-26,2024-06-05,109,Project note for PR-2024-0293,8.0,6.0,26.0,12.0,10.0,6.0,8.0,8.0,6.0,26.0,12.0,10.0,6.0,68.0,10.0,4.0,35.0,16.0,11.0,7.0,83.0,7.0,12.0,16.0,14.0,8.0,6.0,5.0,12.0,26.0,16.0,12.0,5.0,5.0,-8.0,9.0,0.0,-1.0,2.0,,None,99,2024-07-05,20,30,Yes,Yes,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0301,Software License Renewal,Legal,Mary Rodriguez,Team A,447659.94,153930.6,138768.78,111485.49,43475.07,Spot Buy,On Hold,Supplier-173,A+,75.6,2024-06-04,VP Finance,No,2024-07-19,2024-06-11,68,Project note for PR-2024-0301,6.0,13.0,30.0,6.0,6.0,2.0,6.0,6.0,13.0,30.0,6.0,6.0,2.0,63.0,4.0,10.0,34.0,5.0,7.0,2.0,62.0,6.0,8.0,23.0,14.0,6.0,9.0,10.0,17.0,27.0,7.0,9.0,8.0,-6.0,-7.0,7.0,-2.0,-2.0,-6.0,,Low,129,2024-07-14,11,29,No,No,Escalated - Priority project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,2024,Q2,June,2024-Q2,2024-06-01,PR-2024-0305,Facility Maintenance,HR,Mary Rodriguez,Team E,244354.95,47117.62,45079.48,63680.49,88477.37,Direct Purchase,On Hold,Supplier-742,A+,63.3,2024-06-02,VP Finance,Yes,2024-07-11,2024-06-05,95,Project note for PR-2024-0305,5.0,6.0,25.0,13.0,4.0,6.0,5.0,5.0,6.0,25.0,13.0,4.0,6.0,59.0,5.0,6.0,33.0,16.0,5.0,7.0,72.0,11.0,7.0,28.0,7.0,10.0,9.0,5.0,10.0,26.0,13.0,12.0,6.0,0.0,-4.0,7.0,3.0,-7.0,1.0,,Low,62,2024-07-15,24,45,No,Yes,Delayed - Resource allocation required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
